스리랑카,엘라,5,1
스리랑카,엘라,5,3
네팔,카트만두,2,3
네팔,히말라야,5,1
네팔,히말라야,5,3
부탄,팀푸,2,1
부탄,팀푸,2,3
부탄,팀푸,5,1
부탄,팀푸,5,3
부탄,파로,3,1
부탄,파로,3,3
부탄,파로,5,1
부탄,파로,5,3
부탄,푸나카,5,1
부탄,푸나카,5,3
조지아,트빌리시,2,3
조지아,트빌리시,2,4
조지아,스테판츠민다,5,1
조지아,스테판츠민다,5,3
자메이카,몬테고베이,4,1
자메이카,몬테고베이,4,3
자메이카,몬테고베이,4,7
자메이카,몬테고베이,4,8
자메이카,오쵸 리오스,4,1
자메이카,오쵸 리오스,4,3
자메이카,오쵸 리오스,4,7
자메이카,오쵸 리오스,4,8
자메이카,네그릴,4,1
자메이카,네그릴,4,3
자메이카,네그릴,4,7
자메이카,네그릴,4,8
자메이카,킹스톤,4,1
자메이카,킹스톤,4,3
자메이카,킹스톤,4,7
자메이카,킹스톤,4,8
